1567435584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1568814087 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
1568827939 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0
1568908147 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0
1568990409 0 0 0 0 2 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0
1568991318 0 0 0 0 3 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0
1568991501 0 0 0 0 4 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0
1569235458 0 0 0 0 5 0 0 0 0 0 0 0 2 0 0 0 1 0 0 0
1569242794 0 0 0 0 6 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0
1569314769 0 0 0 0 7 0 0 0 0 0 0 0 3 0 0 0 1 0 0 0
1569339578 0 0 0 0 7 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0
1569442267 0 0 0 0 9 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0
1569514305 0 0 0 0 10 0 0 0 0 0 0 0 4 0 0 0 1 0 0 0
1569590476 0 0 0 0 10 0 0 0 0 0 0 0 5 0 0 0 1 0 0 0
1570100933 0 0 0 0 10 0 0 0 0 0 0 0 5 0 0 0 1 0 0 1
1570101011 0 0 0 0 10 0 0 0 0 0 0 0 5 0 0 0 1 0 0 2
1570193887 1 0 0 0 10 0 0 0 0 0 0 0 5 0 0 0 1 0 0 2
1570618010 1 0 0 0 10 0 0 0 0 0 0 0 5 0 0 0 1 0 0 3
1570623964 2 0 0 0 10 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570702810 3 0 0 0 10 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570707099 4 0 0 0 10 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570711472 4 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570712550 5 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570712606 6 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570717357 7 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570724919 9 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570802864 11 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1570809087 12 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1571068229 13 0 0 0 11 0 0 0 0 0 0 0 6 0 0 0 1 0 0 3
1571073442 13 0 0 0 11 0 0 0 0 0 0 0 7 0 0 0 1 0 0 3
1571139869 14 0 0 0 11 0 0 0 0 0 0 0 7 0 0 0 1 0 0 3
1571146850 15 0 0 0 11 0 0 0 0 0 0 0 8 0 0 0 1 0 0 3
1571157191 16 0 0 0 11 0 0 0 0 0 0 0 8 0 0 0 1 0 0 3
1571222773 17 0 0 0 11 0 0 0 0 0 0 0 8 0 0 0 1 0 0 3
1571223605 18 0 0 0 11 0 0 0 0 0 0 0 8 0 0 0 1 0 0 3
