1567435584 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1568814087 0 0 0 0 2962 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1568827939 0 0 0 0 2962 0 0 0 0 0 0 0 5 0 0 0 0 0 0 0
1568908147 0 0 0 0 2962 0 0 0 0 0 0 0 597 0 0 0 0 0 0 0
1568990409 0 0 0 0 2986 0 0 0 0 0 0 0 597 0 0 0 0 0 0 0
1568991318 0 0 0 0 2986 0 0 0 0 0 0 0 597 0 0 0 0 0 0 0
1568991501 0 0 0 0 3015 0 0 0 0 0 0 0 597 0 0 0 0 0 0 0
1569235458 0 0 0 0 3047 0 0 0 0 0 0 0 597 0 0 0 0 0 0 0
1569242794 0 0 0 0 3339 0 0 0 0 0 0 0 608 0 0 0 0 0 0 0
1569314769 0 0 0 0 3386 0 0 0 0 0 0 0 608 0 0 0 0 0 0 0
1569339578 0 0 0 0 3386 0 0 0 0 0 0 0 627 0 0 0 0 0 0 0
1569442267 0 0 0 0 3576 0 0 0 0 0 0 0 627 0 0 0 0 0 0 0
1569514305 0 0 0 0 3576 0 0 0 0 0 0 0 627 0 0 0 0 0 0 0
1569590476 0 0 0 0 3576 0 0 0 0 0 0 0 666 0 0 0 0 0 0 0
1570100933 0 0 0 0 3576 0 0 0 0 0 0 0 666 0 0 0 0 0 0 78
1570101011 0 0 0 0 3576 0 0 0 0 0 0 0 666 0 0 0 0 0 0 83
1570193887 127 0 0 0 3576 0 0 0 0 0 0 0 666 0 0 0 0 0 0 83
1570618010 127 0 0 0 3576 0 0 0 0 0 0 0 666 0 0 0 0 0 0 97
1570623964 253 0 0 0 3576 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570702810 294 0 0 0 3576 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570707099 314 0 0 0 3576 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570711472 314 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570712550 314 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570712606 322 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570717357 354 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570724919 494 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570802864 520 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1570809087 520 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
1571068229 527 0 0 0 3577 0 0 0 0 0 0 0 1064 0 0 0 0 0 0 97
